Brand Mention?,userpost,match type,brand
0,@JHoldenCasting has legit casting calls for real people nationwide! Have Fun  Be Yourself  Get Paid! https://t.co/DIkthzL53M #giveaway,vague,nationwide
0,RT @theFSpac: CHIA will help provide safe  modern and affordable housing for hundreds of thousands of college students nationwide.,vague,nationwide
1,I just checked in at Nationwide Insurance with #mPLUSPlaces Download today!  https://t.co/0kNvjumYd0,vague,nationwide
0,Voters To Oust Justices Over Gay Marriage Decision: http://nyti.ms/b6re6y. The Well-Financed Campaign To Oust 3 Justices Up For Retention Vote. Has Less To Do With Undoing Iowa's Same-Gender Marriage  Which Will Remain In Effect  Even If Judges Do Not.  It's More About Sending A Threatening Messages To Judges Nationwide  Voters Can Remove Judges Whose Opinions Right Wing Fanatics Dislike.,vague,nationwide
1,I just checked in at Nationwide Insurance with #mPLUSPlaces Download today!  https://t.co/0kNvjumYd0,vague,nationwide
1,I just checked in at Nationwide Insurance with #mPLUSPlaces Download today!  https://t.co/0kNvjumYd0,vague,nationwide
0,Petition ‡ Democratic National : Open the Presidential Primaries Nationwide ‡ https://t.co/cWo2ymr3NQ https://t.co/CsCXU3YBiz,vague,nationwide
0,RT @RCWilley: Today's #RCWilleyGiveaway item: Dyson Handheld Vacuum Cleaner - http://t.co/VOduDrcTii (Nationwide #Giveaway) http://t.co/icsƒ,vague,nationwide
1,Fuck you Nationwide!  Buzz kill.,vague,nationwide
0,RT @GeorgeTakei: Reports coming out that today's nationwide actions collectively comprise the largest protest in U.S. history. Welcome to tƒ,vague,nationwide
0,Karen Bowen Michelle Mcnamara Michelle Parker Schultz Vicki Koons-Wheaton Tiffany Randazzo Kathleen O'Donnell Czyz,vague,tiffany
0,Tiffany Fincher,vague,tiffany
0,Megan Marie Alyssa White Ally Nicole Hanson Tiffany Villalpando Look what I did!,vague,tiffany
0,I like turtles from Tiffany Garrison https://t.co/F9oq0sUkDM,vague,tiffany
0,Storm pics from Tiffany Malott https://t.co/EqmBCy6JC8,vague,tiffany
0,Tiffany is such a do-it-yourselfer :P,vague,tiffany
0,To my texters Jessica Maguireand Tiffany Mathews keepin' those hands toasty!,vague,tiffany
0,Ok who's in? Jesse Kuczka Laura Campbell Karen Bowen Tiffany Dawn Tony Randazzo Ken Gayer Bart Czyz Kathleen O'Donnell Czyz,vague,tiffany
0,Scrap Yarn Favorites by Tiffany Bachli http://t.co/yZerl5jshA via @Etsy,vague,tiffany
0,Forgot this picture from last night. All Tiffany Torres wanted was a kiss but i think Tony Randazzo was scared. Lmao,vague,tiffany
0,Please vote for #9 for my friend  Tiffany! :) Thank you! :),vague,tiffany
0,Tiffany ñNew Yorkî Pollard Puts Hands on Claudia Jordan  J In ñThe Next 15î Trailer [Video] https://t.co/hDFhv2jw0C,vague,tiffany
0,Tiffany Brown,vague,tiffany
0,This is my life  my reason for being  I love this girl more than life itself!! She's gonna be an auntie again in October  my daughter Tiffany is expecting baby #2!!!,vague,tiffany
0,Happy St. Patrick's day!  James Rogers Kellen McGuire Joshua McElvy Tiffany Dyer Miriam Gilbert Woody Woodall Markus Weaver Carly DuHain Tim Sullivan and all other Celtic Descnedants!,vague,tiffany
1,Enter for your chance to win a gorgeous $2 900 Tiffany Diamond Cross! Platinumƒ https://t.co/K1cO8vWOug,vague,tiffany
1,RT @loverlylupieme: My Good Luck Charm: Lost Horseshoe Tiffany &amp; Co. Necklace - Dear Tiffany &amp; Co. and All My Other Friends  I... http://t.ƒ,vague,tiffany
1,RT @BestofCoolCars: Tiffany blue Maserati __ https://t.co/Cfwn15EYYG,vague,tiffany
0,RT @sjvandy: Check out 1989 Bowman Tiffany Complete Set Unopened W/ Outer Boxes https://t.co/ZPPJ0QtxHY @eBay,vague,tiffany
0,I Want To Win This Bag So So Badly!! The Tiffany in Python/Black From Emilie M. #winabaggiveabag . Wish me luck!! :) http://t.co/sIk7r2YiX5,vague,tiffany
1,Enter Blown Away for a chance to win CRAFTSMAN SWEEPER. #sweepstakes #sweeps https://t.co/sKMqKBai2k via @SYWSweeps,vague,craftsman
1,Play for a chance to instantly win a Craftsman Snowblower! #winfreestuff https://t.co/Pngd3esx4R via @SYWSweeps,vague,craftsman
1,Play for a chance to win a Craftsman lawn mower! Hurry and play today #winstuff #sweeps https://t.co/PTxYugiyZZ via @SYWSweeps,vague,craftsman
1,Enter 4 a chance 2 win $100.00 in points. #sweepstakes #sweeps #craftsman #lawnandgarden https://t.co/LxBcz3iKAE via @SYWSweeps,vague,craftsman
1,NFL Atlanta Falcons Craftsman Full Zip T... Reply w/ #AmazonWishList to add this http://t.co/kSMszDfHFl via @amazon,vague,craftsman
1,Play 4 a chance to #win a $400 product for your garage! #instantwingame #craftsman #diy https://t.co/sliOzcgC3S via @SYWSweeps,vague,craftsman
1,Craftsman 12 in. Tool Totes - Pink Review | Shopswell https://t.co/BiAEf3v0WZ,vague,craftsman
1,Play 4 a chance to #win a $400 product for your garage! #instantwingame #craftsman #diy https://t.co/wmwV9Fa0mz via @SYWSweeps,vague,craftsman
1,Craftsman Pressure Washer. Enter a chance to #win CRAFTSMAN PRESSURE WASHER. Play #Sweeps http://t.co/NdqQt1niVG via @SYWSweeps,vague,craftsman
1,Enter for a chance to win gas-powered Craftsman trimmer and attachments! #sweepstakes https://t.co/bz1ACwM7hN via @SYWSweeps,vague,craftsman
1,Craftsman Club _ Win A Makecation http://t.co/4vjv0b532k,vague,craftsman
1,Play for a chance to win a Craftsman Leaf Blower instantly! #craftsman #instantwingame  https://t.co/urmXqOCm07 via @SYWSweeps,vague,craftsman
1,Enter to win a Craftsman 255pc Mechanics Set from @ConsumerQueen and @BlueToolCrew http://t.co/lIb5rkJ #bloggiveaways,vague,craftsman
1,Enter Blown Away for a chance to win CRAFTSMAN SWEEPER. #sweepstakes #sweeps https://t.co/iKfh9vptPM via @SYWSweeps,vague,craftsman
1,Play 4 a chance to #win a $400 product for your garage! #instantwingame #craftsman #diy https://t.co/C2ar79ICLw via @SYWSweeps,vague,craftsman
1,Play 4 a chance to #win a $400 product for your garage! #instantwingame #craftsman #diy https://t.co/ES02rO8rR9 via @SYWSweeps,vague,craftsman
1,Play 4 a chance to #win a $400 product for your garage! #instantwingame #craftsman #diy https://t.co/TswlKWcrVt via @SYWSweeps,vague,craftsman
1,Play for a chance to win 2 Craftsman cabinets! 744 other awesome prizes. #craftsman https://t.co/H3WpFusY7r via @SYWSweeps,vague,craftsman
1,Play for a chance to win a Craftsman Leaf Blower instantly! #craftsman #instantwingame  https://t.co/voPmC7SknD via @SYWSweeps,vague,craftsman
1,Play 4 a chance to #win a $400 product for your garage! #instantwingame #craftsman #diy https://t.co/imDu43kjrO via @SYWSweeps,vague,craftsman
1,I liked a @YouTube video from @boschautoparts https://t.co/eDO5dYWknn Bosch Turbine Fuel Pumps and GDI: durable  reliable,vague,bosch
0,I liked a @YouTube video from @ashfangirllisa http://t.co/O9pdcyS9uI Johnny Yong Bosch voicing Noby from Doraemon,vague,bosch
1,Discover what makes Bosch Turbine Fuel Pumps durable and reliable. #BoschO2 #promo - https://t.co/BFhYRF3AQ2 https://t.co/85mPNr7E7Z,vague,bosch
1,I just signed up to be a Member for Bosch Crew. Learn more and become one yourself here - https://t.co/JnJLxORhTZ https://t.co/yZq7ggG5JB,vague,bosch
1,I just signed up to be a Member for Bosch Crew. Learn more and become one yourself here - https://t.co/VAB4K2Y8v2 https://t.co/EaLJ2zIBsf,vague,bosch
1,Bosch Remanufactured Common Rail Diesel Injectors help to optimize fuel #BoschCrew #Promo - https://t.co/23ytq1oAxc https://t.co/lhhFP2Qe4D,vague,bosch
1,Become a Member for Bosch Crew. Click here to sign up https://t.co/UwakexdXou,vague,bosch
1,Increase power &amp; fuel economy with Bosch Fuel Pumps &amp; Injectors! #BoschCrew #Promo - https://t.co/RHrZhPwW5A https://t.co/evA23bxj5V,vague,bosch
1,Bosch produces over 15 million oxygen sensors per year! Learn more facts. #BoschO2 #Promo - https://t.co/rifayLjzjI https://t.co/j1bj2B7fw2,vague,bosch
1,Enter to WIN a FREE power tool from Bosch! http://t.co/uWCeIUtZYT #crowdtappers,vague,bosch
1,I liked a @YouTube video from @boschautoparts https://t.co/c2Tz3wW3Di Learn about the various types of oxygen sensors that Bosch,vague,bosch
1,See how Bosch Oxygen Sensors help protect the environment #BoschO2 #Promo - https://t.co/vOSFoDyVjf https://t.co/ZMpM9NwY25,vague,bosch
1,Become a Member for Bosch Crew. Click here to sign up https://t.co/UwakexdXou,vague,bosch
1,Become a Member for Bosch Crew. Click here to sign up,vague,bosch
1,See how Bosch Oxygen Sensors help protect the environment #BoschO2 #Promo - https://t.co/nedDV4y8AL https://t.co/wCuJzxzUBr,vague,bosch
1,Increase power &amp; fuel economy with Bosch Fuel Pumps &amp; Injectors! #BoschCrew #Promo - https://t.co/TuZl6HInB2 https://t.co/wNnrr7J9HA,vague,bosch
1,Discover the difference in Bosch Turbine Fuel Pumps and GDI injectors #BoschCrew #Promo - https://t.co/Kgx6hC3ix9 https://t.co/1G7q4KTzRj,vague,bosch
1,Bosch produces over 15 million oxygen sensors per year! Learn more facts. #BoschO2 #Promo - https://t.co/6x0Jl10T2d https://t.co/ZCYw3JdS5B,vague,bosch
1,See how Bosch Oxygen Sensors help protect the environment #BoschO2 #Promo - https://t.co/e8vuxzEMeL https://t.co/djkK40zfsy,vague,bosch
1,I just signed up to be a Member for Bosch Crew. Learn more and become one yourself here - https://t.co/FKd6lVkljr https://t.co/mdslqXuffR,vague,bosch
0,Patron hits the Tree of Woe Double Stomp &amp; wins in quick fashion.,vague,patron
0,And your #ImpactLive Main Event is set. GFW Champion Alberto El Patron against EC3 with the Slammiversary title shot on the line in a Cage. https://t.co/UumXxeTQI8,vague,patron
0,patron saint of pharmacists  huh? XD,vague,patron
1,Go-go boots  jager  patron  and god knows what ever else I consumed last night... not a good combination for Kim... smfh. Wont be shoowin off the legs for a while lol :-(,vague,patron
1,RT @betchesluvthis: Science wants you to drink Patron: http://t.co/fMoXvEpVcG,vague,patron
0,Patron put the GFW Title up against EC3 but EC3 puts his shot on the line at Slammiversary.,vague,patron
0,I just checked in at El Patron with #mPLUSPlaces Download today!  https://t.co/wySf00iXhA,vague,patron
1,@quirt27 If you like shrimp  put some par boiled shrimp in a very hot skillet  throw in a shot of Patron and Sriracƒ https://t.co/6E1zrf93dI,vague,patron
0,"This guy next to me at the cafe sez  observing a patron  ""Woa that dude is ugly. And once you're ugly - that's it!"" Hmmm...",vague,patron
0,Upside-down U.S. flag angers restaurant patron https://t.co/burEjeDDCE via @ABC13Houston,vague,patron
0,I just checked in at El Patron with #mPLUSPlaces Download today!  https://t.co/wySf001mq2,vague,patron
0,Impact: Alberto El Patron forced GFW World Champion Magnus to submit to the Rompe Destinos to win the title. https://t.co/U43JYCcbVT,vague,patron
0,RT @christinefriar: carrie fischer isn't a mega titan patron saint life inspo fetish queen. she's a person who said some good things this wƒ,vague,patron
0,Then ask about the loss to Patron &amp; how you lost. You didn't just lose  you tapped out.,vague,patron
0,Yessss! I am now a proud patron of Story Matters with Curt Mega on @patreon  and you should be too: #NewPatron https://t.co/aBoSSwrcJ4,vague,patron
0,Yessss! I am now a proud patron of sore_zore on @Patreon  and you should be too: https://t.co/h5qtRXHb0B,vague,patron
1,Finished off my bottle of patron Silver that the love got me a coupkle of months ago ...: http://t.co/9UXKgAe,vague,patron
0,I got a reward: Patron in BigBusiness Deluxe for Android https://t.co/klHAWShKSo #Gameinsight #Android #Androidgames,vague,patron
0,Patron says the fans make the rules &amp; they want to see Lashley-Patron.,vague,patron
0,JB said tonight at 6:30 bell time is Ultimate X with Alberto El Patron.,vague,patron
1,I just got this coupon for an instant $15 off Glade products! Get yours NOW!  http://t.co/6A3bwkJrh3 @Alita @Breia,vague,glade
1,I'm a BzzAgent and i received the Glade winter collection apple cinnamon scented candle that i used during the Thanksgiving holiday to help my house smell  wonderful.The apple cinnamon scented candle filled my home with a fresh baked apple pie smell that gave me many compliments from friends and family that stopped by to visit.,vague,glade
1,glade is a coupon sent to me through bzz agent,vague,glade
1,I just got this coupon for an instant $15 off Glade products! Get yours NOW!  http://t.co/qwg1my8mY5,vague,glade
1,Glade Best Feelings Giveaway + Coupon http://t.co/sGxRnbKtrm,vague,glade
1,I just got this coupon for an instant $15 off Glade products! Get yours NOW!  http://t.co/xCQyVU91oy,vague,glade
1,best christmas commercial this year http://t.co/QLVLCuVVCg #crowdtappers #bestfeelings #glade,vague,glade
1,best christmas commercial this year http://t.co/8VQ2avujZH #crowdtappers #bestfeelings #glade,vague,glade
1,I entered the Feel Tempted. Feel Glade. Sweepstakes. Enter  and I may get a bonus entry thx! See rules ends 10/31/16 https://t.co/asdSNderA6,vague,glade
1,I entered the Feel Tempted. Feel Glade. Sweepstakes. Enter  and I may get a bonus entry thx! See rules ends 10/31/16 https://t.co/3WYQWzgVpO,vague,glade
1,On the 7th of December @ABCFamily gave to me: #TheSantaClause @7/6c &amp; a chance to win @Glade candles #sweepsentry,vague,glade
0,I'm at McDonald's (5345 William D Tate Ave  Hwy 121 & Glade Rd  Grapevine) http://t.co/VQNyDcIb,vague,glade
1,I entered the Feel Tempted. Feel Glade. Sweepstakes. Enter  and I may get a bonus entry thx! See rules ends 10/31/16 https://t.co/AOz3g0RwxX,vague,glade
1,Glade Candles &amp; Mother's Day ~ The Perfect Match! - http://t.co/ivQEMeEHIC,vague,glade
1,@Glade lovely #feelglade,vague,glade
1,OfferToro: DailyBreak - Glade Holiday   easy offer!,vague,glade
1,Excited to try artfully designed  true-to-life fragrances in my home. Hurray for @Glade Expressions! #imabzzagent http://t.co/9OQp2uGS,vague,glade
1,I just got this coupon for an instant $15 off Glade products! Get yours NOW!  http://t.co/6dKNev6U48,vague,glade
1,http://t.co/N9O08FTHTF I love waking up to wonderful smelling home @Glade #Cleanlinen #bestfeelings #GotItFree,vague,glade
1,enter for a chance to win $5 000 & celebrate red carpet season in style http://t.co/RmydPdhvej #crowdtappers #glade,vague,glade
1,"Lillian is out of ICU and just had some homemade mac and cheese. Or homemade kraft macaroni and cheese. Cause ""its the cheesiest!""",vague,kraft
1,Share your favorite KRAFT Macaroni &amp; Cheese Shape of all time!  #MacandCheesers #sponsored http://t.co/cjppzSeTGH,vague,kraft
1,Totally excited about following KRAFT Macaroni &amp; Cheese on Twitter to keep up with them! http://t.co/nBtmA1VwJC #MacandCheesers #sponsored,vague,kraft
0,Gym time ;) (@ Kraft Family YMCA) http://4sq.com/fP6OZP,vague,kraft
0,Doodlebug Kraft In Color Washi Tape In Tube Container  Chevron Review | Shopswell https://t.co/8apZqBGgAu,vague,kraft
0,Kraft Philly How To: http://t.co/u4vNowux #videocoins,vague,kraft
0,Workout at lunch :) #YConnect (@ Kraft Family YMCA) [pic]: http://t.co/k7tUkW8B4V,vague,kraft
0,Birthday girl! Briannie Kraft,vague,kraft
1,RT @StephMcMahon: Putting #smiles on people's faces.  Having fun at the Kraft Foods offices! #WWE http://t.co/Cj6jw5GtW1,vague,kraft
1,Simple  delicious  and oh  so summery! Try this Tailgate Turkey &amp; Ham Club Sub from Kraft and check out the rest: https://t.co/7FZjWiM1Ab,vague,kraft
1,I just answered the question below with the following response: 'I like a good long book and a warm blanket just as much as I like Kraft Mac & Cheese. it's nice to wind down and let my mind use its imagination after a long hard day.',vague,kraft
1,Share your favorite KRAFT Macaroni &amp; Cheese Shape of all time!  #MacandCheesers #sponsored http://t.co/8qQVj8Znrt,vague,kraft
0,Pics from our Labor Day weekend holiday from Shalotte  NC at Holden Beach to the pool at Kraft YMCA and pool at Pullen Park Raleigh  NC,vague,kraft
1,Looking for #coupons? Check out the #CookingUpGood Kraft Foods page & watch the video to unlock #coupons https://t.co/xROMrMett7,vague,kraft
0,Work that body (@ Kraft Family YMCA) http://4sq.com/9fsgwB,vague,kraft
1,What are your memories of eating KRAFT Macaroni &amp; Cheese?  #MacandCheesers #sponsored http://t.co/w872P1iAHL,vague,kraft
0,Aww yea it's gym time let's work it out :) (@ Kraft Family YMCA) http://4sq.com/fdkXRa,vague,kraft
1,RT @BryanDTK: Kraft Foods using fuckin retards in their newest campaign. Nothing says Kraft quite like an extra ... http://t.co/ONqAtBa,vague,kraft
0,"""Queen of the Crib"" waving hi. Outfit from the boss at Kraft  thanks Laura :)",vague,kraft
0,I told you Candi Fox Author was a busy lady today. Her last stop for today is with Adriana Kraft.  #Enter the... https://t.co/5Vyyc8ZoLt,vague,kraft
1,CanÍt wait to try out new ways to use goldfish #GoldfishCrowd #sponsored https://t.co/8LQ1UNV5uh,vague,goldfish
1,My kid and I can't sleep so we're just hanging out in bed eating goldfish and watching jake &amp; the never land pirates.,vague,goldfish
1,I just answered the question below with the following response: 'I remember the first finger foods I gave my kids were goldfish crackers. They were soft enough for them and small enough for them to pick up. I would make up songs about the fish to encourage them to try something new  and now to this day they always grab some Goldfish crackers when we are at the store.',vague,goldfish
1,My Goldfish song would begin with delicious and cheesy  sometimes sweet and crunchy! Yum! http://t.co/yqTU4GScSS #GoldfishCrowd #sponsored,vague,goldfish
1,Watching Sofia requires a cup of goldfish in her sisters cup...,vague,goldfish
1,Ready to go hiking and tree hammocking with Goldfish Whole Grain and water! #GoldfishCrowd #sponsored https://t.co/KFkY6B8GVI,vague,goldfish
1,CanÍt wait to show these to my kids. We will make our own goldfish creation #GoldfishCrowd #sponsored https://t.co/grT2uvIs1t,vague,goldfish
1,Bowling with our goldfish! #GoldfishTalesPromotion #GoldfishCrowd #sponsored,vague,goldfish
0,Meet Felix and Fiona Goldfish. Our new additions.,vague,goldfish
1,Goldfish are my inspiration too! they make me happy esp when i give them to my family! http://t.co/xttArzfGE5 #GoldfishCrowd #sponsored,vague,goldfish
1,Love the new fall packages with a scarecrow goldfish! Too cute!! http://t.co/jDrGx8aKBJ #GoldfishCrowd #sponsored,vague,goldfish
1,Almost grabbed a handful of goldfish out of Stevens snack cup. I forgot how hard not sharing his snacks is.,vague,goldfish
1,Haha playing poker with goldfish!,vague,goldfish
1,LUCILE HAS NEVER HAD GOLDFISH,vague,goldfish
1,So excited itÍs finally time for more goldfish #GoldfishCrowd #sponsored https://t.co/QJASH48wvy,vague,goldfish
0,RT @IThomps: @BarstoolBigCat @PardonMyTake TFW You realize the goldfish you murdered is better at betting than you https://t.co/i65K1C1sjJ,vague,goldfish
1,Goldfish and an apple what a great treat! #GoldfishCrowd #sponsored https://t.co/TpGrBd5645,vague,goldfish
0,Everyone follow @PMT_Larry for in depth analysis he's also the fastest goldfish alive &amp; was on cover of @TIME mag2006 #LarryII  #TNF,vague,goldfish
0,RT @jarpad: I just wanted a goldfish.... @mishacollins had to go and mess it up!! @JensenAckles @WilliamShatner https://t.co/LtpTAOZEX8,vague,goldfish
1,So excited itÍs finally time for spring so glad I can take Goldfish crackers with me. _______ #GoldfishCrowd #sponsored https://t.co/cMMiqC8aO5,vague,goldfish
1,I'm so glad I discovered Brookside Crunchy Clusters http://t.co/aKXFh0njI4 #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,Show and Tell time again... I paid 4 cents for all this stuff find out how by joining  https://www.facebook.com/groups/698814690163694/  Run down of what it is  $50 gift cards ($25 PayPal $25 Amazon)  85 count Total Home Tissue  56 Puffs Plus Lotion Tissue  12 oz. Birds Eye Steamfresh Lightly Sauced Spinach and Penne  2 single use moisturizer samples  1 use powder vitamin packet to mix in a drink  two 1 oz packs dehydrated dog food  5 oz. Brookside Dark Chocolate Crunchy Cluster Berry Medley Flavor  16 Bic Pens  Not pictured 1 single use chewable vitamin.,vague,brookside
1,Discover Brookside Crunchy Clusters with a friend! http://t.co/hbtg3srh48 #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,Here's my favorite part about Brookside Crunchy Clusters! http://t.co/xaf5EAt3bu #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,For ValentineÍs Day  I'm spending time with husband  my kids &amp; maybe some BROOKSIDE  http://t.co/Pyz1daWCyw #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,The ultimate pair made with Brookside http://t.co/yhBbceTPs3 #DISCOVERBROOKSIDE #Sponsored,vague,brookside
1,RT @EchoGoodner: I'm going to pair Brookside Crunchy Clusters with wine! http://t.co/jVvQHMRpSh #DISCOVERBROOKSIDE #Sponsored,vague,brookside
1,I think the real winner is Brookside since its so yummy and delicious!!!! My new fav!!! http://t.co/jWHTuxrsXZ #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,Here's my favorite part about Brookside Crunchy Clusters! http://t.co/Y9krNmAc7Q #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,I just answered the question below with the following response: 'I tried Brookside for the very first time during this sampling and I was very impressed!  This is the best tasting dark chocolate I have ever had. I enjoyed the texture and crunch of the clusters. The berry zing and chocolate paired wonderfully.  These were better than most snacks and they will have a permanent place on my shopping list. I cant wait to try other varieties.',vague,brookside
1,I just answered the question below with the following response: 'I love to have fingerfoods on hand when I entertain. I put out a fresh fruit platter with low fat dip. I also serve chips and dip or pretzles.  Brookside chocolates are great to serve in pretty dishes for a great entertaining touch.',vague,brookside
1,Here's my favorite part about Brookside Crunchy Clusters! http://t.co/2mJrt8W2xB #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,I think the real winner is Brookside since they make great products for their fans. http://t.co/P3WSyJZXXZ #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,Brookside wins because these chocolates have the right combination of crunch and sweet! http://t.co/m1M7pMgxGV #DISCOVERBROOKSIDE #sponsored,vague,brookside
1,I'm going to pair Brookside Crunchy Clusters with my favourite strawberry Greek yogurt! http://t.co/4LAXWC3UNR #DISCOVERBROOKSIDE #Sponsored,vague,brookside
1,The ultimate pair made with Brookside http://t.co/3uwfUENykN #DISCOVERBROOKSIDE #Sponsored,vague,brookside
1,The ultimate pair made with Brookside http://t.co/WUAwVfJTSM #DISCOVERBROOKSIDE #Sponsored,vague,brookside
1,The ultimate pair made with Brookside http://t.co/s9r8YF4QeA #DISCOVERBROOKSIDE #Sponsored,vague,brookside
1,The ultimate pair made with Brookside http://t.co/lragiTtisH #DISCOVERBROOKSIDE #Sponsored,vague,brookside
1,I think the real winner is Brookside since the flavor is unique and amazing. Yum! http://t.co/pwPHZlhFnu #DISCOVERBROOKSIDE #sponsored,vague,brookside
0,RT @VIZIO: Pam and Rodney are on their way to the #BigGame tomorrow thanks to @StevieJohnson13 &amp; VIZIO Fandemonium. Congrats! https://t.co/ƒ,vague,pam
0,Pam Crow Cook Tammy Crow Blount Louanne Crow Shaw...........would be first in line to get one.......LOL,vague,pam
0,Pam Turlow: Thought of you...,vague,pam
0,Don Cherry - on women at hockey games @joebuck what Don Cherry would say about pam oliver http://t.co/2mZhP5eHrV,vague,pam
0,If you wanna make an easy $5 sign up on this website and put down Tara Meeks referred you email thatmeeksgirl@gmail.com. It's a site you take surveys on if your a patient or either a caregiver! Super easy sign up and if you use me as a reference at sign up we both get $5! Kelsey Cheyenne Allen  Heather Haller  Amy Maroni  Pam Amos Thornhill Tim Welch do this now!,vague,pam
0,Aunt deb aunt Pam and mom,vague,pam
0,Sunny Coronado   Pam Turlow & Alfredo Iketo Antonio Cortes: If only...,vague,pam
0,"Spending ""A Weekend In the Country"" & loving Pam Turlow in ""A Little Night Music""!",vague,pam
0,If you can dream it you can build it. If you can build it  you can live it. - Pam Moore #quote,vague,pam
0,RT @EASBrand: EAS registered dietitian &amp; athlete  Pam Nisevich Bede  shares her views on #fitness #nutrition. https://t.co/DDlY0fPbMd,vague,pam
0,Thank you to Pam Kroll (permy) and her daughter Rebecca Kroll . I'm having a very bad anxiety filled day. This made it better. _,vague,pam
0,Prop 8 Appeal  Watch & Follow Appeal: Towleroad Hosting Live Appeal Hearing Commentary 10 AM PST 1 PM EST http://bit.ly/hsQAlV ABC Will Live Webcast Hearing: http://bit.ly/eLrA3o Joe; My God's Stream Hearing http://bit.ly/fP3kR9. And Pam's House Blend Great Listing Places To See and Hear Hearing: http://bit.ly/i1heUp:,vague,pam
0,Pam Turlow  Tim Wilkins  Stephen Stockley  Steve Needham: #ifiwasagirl,vague,pam
0,Wifey dear Pretty Pam with one of her BFFs  Penelope Agbai,vague,pam
0,Today marks 58 years of independence from British Imperial colonization for my wife's (Pretty Pam) homeland of... http://t.co/vuUoH0AzRn,vague,pam
0,Ordered pizza delivered for dinner  Wifey dear (Pretty Pam) has a craving for some. And I am really curious to... http://t.co/QBzU6gPCb1,vague,pam
0,Thanks Pam Hale Phillips. Can't have any fun now!,vague,pam
0,"Thanks To Mayor Pam Iorio For Issuing Proclamation Declaring Aug 8th  ""Celebrate Our Families Day"" In City Of Tampa And To All Who Attended Rally. You Made This Day A Great Day In Tampa For Our Families  GLBT People & Our Allies. Know That Organizers/Sponsors Are So Very Grateful To Each Of You.",vague,pam
0,New pic of my gorgeous African wifey dear  Pretty Pam. <3 She just got new braids.,vague,pam
0,@youanda @DBradbery Where did u learn 2 sing like u do.  Noone could belt out Tim  Pam tills and Patti loveless flawlessly like u did!,vague,pam
0,Papered! So Chuck won papers to the next SmackDown! show from Fat Frank via our infamous L.A. Canada character in a gimmick contest. VIVA LA MAPLE LEAF!,vague,viva
0,Viva las Mexico. Bye bye!,vague,viva
0,Feliz DÕa de la Independencia Dominicana!! Que viva Quisqueya la Bella!!!,vague,viva
1,Check out this tweet from @tristasutter and score some Viva Vantage Paper Towels in a #sweeps! http://t.co/zb1yEGFNBL #TeamVivaVantage,vague,viva
0,Cuba: Viva the capitalist revolution Will their plans on term limits and economic growth become reality http://t.co/D8fE9L3 via @ajenglish,vague,viva
0,RT @davelackie: I seriously love the new Viva La Juicy Sucre! A light sweet gourmand scent! Win it! Enter here https://t.co/vesd2P1VCm on bƒ,vague,viva
0,Dont hold ur breath RT @Love2Flaughter: @manuginobili Congrats. Hope u bring home another championship for us! VIVA FIESTA! :),vague,viva
1,Check out this tweet from @tristasutter and score some Viva Vantage Paper Towels in a #sweeps! http://t.co/BgplmQ20xa #TeamVivaVantage,vague,viva
0,VIVA MEXICO!!!!!!!! AYEEEEEEEEEEEEEE,vague,viva
0,Viva Sevilla! Win a trip to Spain's most magical party with the editors of @truedotink https://t.co/LwZ16c7u9m,vague,viva
0,RT @davelackie: Viva la Juicy Noir has notes of berries  honeysuckle  gardenia &amp; caramel. Win it! To enter  RT &amp; follow @davelackie http://ƒ,vague,viva
0,Why the hell not World Cup starts in a few weeks Viva Mexico,vague,viva
0,RT @RealGDT: VIVA KOJIMA https://t.co/d6plxsZkU1,vague,viva
0,RT @davelackie: Last chance to enter our Viva La Juicy Noir contest! We draw today! To enter  RT &amp; follow @davelackie http://t.co/jLBNeiuE2l,vague,viva
0,Viva las razas - todos las razas.,vague,viva
0,Viva la Tweety lol,vague,viva
0,Viva La Tacos I'm on my way mom. Hahaha!,vague,viva
0,Reppin Chicharito Viva Mexico WOO WOO WOO YOU KNOW IT,vague,viva
0,RT @MayorBurnsy: Of all the Jackass and Viva la Bam guys  I would have guessed Ryan Dunn last.,vague,viva
0,I favorited a @YouTube video http://youtu.be/Oj-MODJCux0?a Gravediggaz - Freestyle @ VIVA Freestyle 1994 (HQ),vague,viva
0,Eye of the Jaguar Denim Jacket by MountainMajik https://t.co/tPFOFk1PnK via @Etsy #jacket #jaguar #eye #coat #women https://t.co/aIqPsUsm9O,vague,jaguar
0,"""Should we call Christie?"" @GinaGrad when @BaldBryan said he should already know when the new electric Jaguar comes out.",vague,jaguar
0,A treasury featuring my Eye of the Jaguar Denim Jacket. Thank you so much Kellee and Dorian Thomas!!  https://www.etsy.com/treasury/MjM0MDg4OTR8MjcyNDczMjM2Mw/tempt-team,vague,jaguar
